구,동,구분,단지명,세대수,사용검사일,도로명주소,Latitude,Longitude
기흥구,중동 ,임대,초당마을 3단지 주공아파트,816,2006.04.27.,"기흥구 동백중앙로 41  (중동, 초당마을주공아파트)",37.2597422,127.1618492
기흥구,보정동,분양,솔뫼마을 현대홈타운,382,2001.12.20.,"기흥구 이현로30번길 7 (보정동, 솔뫼마을현대홈타운)",37.3095812,127.097069
기흥구,보정동,분양,연원마을 금호베스트빌,144,2002.06.21.,"기흥구 용구대로 2442-2 (보정동, 연원마을금호아파트)",37.304093,127.1073251
기흥구,보정동,분양,연원마을 삼성명가타운아파트,424,2002.12.13.,"기흥구 용구대로 2460 (보정동, 연원마을삼성명가타운아파트)",37.3050968,127.1080476
기흥구,보정동,분양,죽전 극동 스타클래스 3차,36,2010.04.30.,"기흥구 죽현로80번길 38 (보정동, 죽전마을스타클래스3차)",37.3160402,127.1222959
기흥구,보정동,분양,죽전 힐스테이트 타운하우스,27,2009.12.24.,"기흥구 죽현로 59-27 (보정동, 죽전 힐스테이트 타운하우스)",37.3192619999999,127.119185
기흥구,보정동,분양,죽현마을 엘지자이,238,2004.06.30.,"기흥구 보정로 88 (보정동, 죽현마을 엘지자이)",37.3175121,127.1149354
기흥구,보정동,분양,죽전 누리에뜰(주상복합),200,2005.12.30.,"기흥구 죽전로 20 (보정동, 죽전누리에뜰아파트)",37.3201958,127.1106855
기흥구,보정동,분양,죽현마을 아이파크,1466,2004.07.26,"기흥구 보정로 87 (보정동, 현대아이파크1차아파트)",37.3240114,127.120518
기흥구,보정동,분양,죽현마을 동원로얄듀크,706,2006.04.27.,"기흥구 죽현로 12 (보정동, 죽현마을동원로얄듀크아파트)",37.3175121,127.1149354
기흥구,보정동,분양,신촌마을 현대포스홈타운 1단지,884,2004.09.30.,"기흥구 용구대로2518번길 15 (보정동, 신촌마을포스홈타운1단지아파트)",37.3111539,127.1101312
기흥구,보정동,분양,신촌마을 상록데시앙,230,2006.9.29.,"기흥구 보정로 26 (보정동, 신촌마을 상록데시앙)",37.3105106,127.1089422
기흥구,보정동,분양,죽전자이2차 아파트(주상복합),275,2005.12.30.,"기흥구 용구대로2469번길 20 (보정동, 자이아파트)",37.3079519,127.1063048
기흥구,보정동,분양,죽전 일성트루엘,64,2010.12.14.,"기흥구 용구대로2469번길 10 (보정동, 죽전 일성트루엘)",37.3074854,127.1059921
기흥구,보정동,분양,신촌마을 현대포스홈타운 2단지,423,2004.09.30.,"기흥구 신촌로47번길 11 (보정동, 신촌마을포스홈타운2단지아파트)",37.3105106,127.1089422
기흥구,보정동,분양,용인 죽전 비스하임 타운하우스,21,2010.09.28.,기흥구 신촌로73번길 10 (보정동),37.3071232,127.1131755
기흥구,보정동,분양,신촌마을 죽전스타클래스 타운하우스,36,2008.03.31.,"기흥구 신촌로 77 (보정동, 신촌마을 죽전스타클래스타운하우스)",37.3062356999999,127.113797
기흥구,보정동,분양,용인보정 꿈에그린아파트,379,2012.10.30.,"기흥구 구교동로 17 (보정동, 용인보정꿈에그린아파트)",37.3194191,127.1165151
기흥구,보정동,분양,연원마을 성원A,691,2000.11.01.,"기흥구 연원로 49 (보정동, 연원마을성원상떼빌아파트)",37.3013889,127.1105556
기흥구,상갈동,분양,넥스빌아파트,142,1997.06.26.,"기흥구 금화로108번길 21 (상갈동, 넥스빌아파트)",37.2680671,127.106189
기흥구,상갈동,분양,금화마을 주공그린빌5단지,681,2001.10.16.,"기흥구 금화로82번길 17 (상갈동, 금화마을주공5단지아파트)",37.2664072,127.1120483
기흥구,상갈동,분양,금화마을 대우현대아파트,664,2001.06.20.,"기흥구 금화로82번길 14 (상갈동, 금화마을대우현대1단지아파트)",37.2624231,127.1071632
수지구,동천동 ,분양,동문그린아파트,227,1998. 11. 14.,"수지구 고기로45번길 58 (동천동, 동문그린아파트)",37.3393702,127.0929647
수지구,동천동 ,분양,행림마을 진로아파트,269,2000. 04. 11.,"수지구 고기로 11 (동천동, 행림마을진로아파트)",37.3420366,127.1002695
수지구,동천동 ,분양,수지 풍림2차아파트,271,1998.12.31.,"수지구 동천로 18 (동천동, 풍림아파트)",37.3415645,127.1002417
기흥구,영덕동,임대,흥덕마을 12단지 신동아파밀리에,759,2009.10.29.,"기흥구 흥덕3로 20  (영덕동, 흥덕마을신동아파밀리에아파트)",37.2714916,127.0842068
기흥구,청덕동,임대,구성 물푸레마을 휴먼시아 9단지,948,2008.09.11.,"기흥구 구성로 392  (청덕동, 휴먼시아물푸레마을9단지아파트)",37.2937934,127.1509604
기흥구,청덕동,임대,구성 물푸레마을 휴먼시아 1단지,618,2008.07.16.,"기흥구 구성2로 52  (청덕동, 휴먼시아물푸레마을1단지아파트)",37.29521,127.146655
기흥구,청덕동,임대,구성 물푸레마을 휴먼시아 2단지,389,2008.06.03.,"기흥구 구성3로 37  (청덕동, 휴먼시아물푸레마을2단지아파트)",37.2949876,127.1489335
기흥구,청덕동,임대,구성 물푸레마을 휴먼시아 5단지,712,2008.06.03.,"기흥구 구성3로 38  (청덕동, 휴먼시아물푸레마을5단지아파트)",37.295555,127.150132
기흥구,서천동,분양,예현마을 현대홈타운,622,2002.11.21.,"기흥구 예현로35번길 21 (서천동, 예현마을현대홈타운아파트)",37.2412052,127.0672304
기흥구,서천동,분양,서그내마을 서천아이파크,243,2009.09.30.,"기흥구 서그내로16번길 14 (서천동, 서그내마을 서천아이파크)",37.2460765,127.0724415
기흥구,신갈동,분양,기흥 더샵 프라임뷰,612,2013.09.03.,기흥구 구갈로 71-18 (신갈동),37.2816781,127.1101464
기흥구,중동 ,분양,신동백서해그랑블1차아파트,236,2013.07.26.,"기흥구 동백죽전대로527번길 81 (중동, 서해그랑블 아파트)",37.258646,127.1624825
기흥구,중동 ,분양,어정마을 롯데캐슬에코 2단지,868,2013.06.20.,"기흥구 동백죽전대로527번길 67 (중동, 롯데캐슬)",37.2604871,127.1612299
기흥구,중동 ,분양,어정마을 롯데캐슬에코 1단지,1902,2013.06.20.,"기흥구 동백죽전대로527번길 80 (중동, 롯데캐슬1단지)",37.2589312,127.1621681
기흥구,영덕동,분양,용인 청명 센트레빌,233,2013.06.04.,기흥구 영통로525번길 35 (영덕동),37.2706356,127.0959174
기흥구,하갈동,분양,"""청명호수마을 신안인스빌2단지
""",174,2009.06.08.,"기흥구 덕영대로 1883 (하갈동, 청명호수마을신안인스빌2단지아파트)",37.2556026,127.0907173
기흥구,하갈동,분양,청명호수마을 신안인스빌1단지,829,2009.06.08.,"기흥구 덕영대로 1871 (하갈동, 청명호수마을신안인스빌1단지아파트)",37.2543856,127.0889124
기흥구,청덕동,분양,물푸레마을 용인구성호반베르디움,308,2008.06.26.,"기흥구 구성로 411 (청덕동, 물푸레마을호반베르디움8단지아파트)",37.2937934,127.1509604
기흥구,청덕동,분양,구성 물푸레마을 휴먼시아 7단지,398,2009.07.27.,"기흥구 구성로 395 (청덕동, 휴먼시아물푸레마을7단지아파트)",37.2937934,127.1509604
기흥구,청덕동,분양,구성 물푸레마을 휴먼시아 6단지,367,2009.07.27.,"기흥구 구성로 475 (청덕동, 휴먼시아물푸레마을6단지아파트)",37.2960432,127.1531823
기흥구,청덕동,분양, 물푸레마을 4단지 경남아너스빌 ,240,2008.06.18.,"기흥구 구성로 470 (청덕동, 물푸레마을경남아너스빌아파트)",37.2976382,127.1531397
기흥구,청덕동,분양,구성 물푸레마을 휴먼시아 3단지,988,2008.10.07.,"기흥구 구성3로 65 (청덕동, 휴먼시아물푸레마을3단지아파트)",37.2997605,127.1502859
기흥구,청덕동,분양,청덕마을 광도와이드빌아파트,476,2003.08.08.,"기흥구 언동로71번길 64 (청덕동, 청덕마을광도와이드빌아파트)",37.2874051999999,127.14535
기흥구,지곡동,분양,자봉마을 써니밸리아파트,1092,2004.11.05.,"기흥구 사은로 274-22 (지곡동, 자봉마을써니밸리아파트)",37.2511595,127.1354908
기흥구,중동 ,분양,어은목마을 대원칸타빌,432,2006.04.19.,"기흥구 동백2로 37 (중동, 어은목마을대원칸타빌아파트) ",37.2694278,127.1568286
기흥구,중동 ,분양,어은목마을 한라비발디,248,2006.02.27.,"기흥구 동백4로 72 (중동, 어은목마을한라비발디아파트)",37.2679078,127.1563772
기흥구,중동 ,분양,성산마을 카운티스,96,2006.10.26.,"기흥구 동백2로 108 (중동, 성산마을 카운티스)",37.2585842,127.1671357
기흥구,중동 ,분양,백현마을 상록롯데캐슬,295,2007.02.06.,"기흥구 동백5로 79 (중동, 백현마을롯데캐슬아파트)",37.2765666,127.1574882
기흥구,언남동,분양,유원 휴 하임,149,2013.10.17.,기흥구 구성로 109 (언남동),37.293442,127.121389
기흥구,영덕동,분양,흥덕마을8단지 한국아델리움아파트,474,2010.08.06.,"기흥구 흥덕2로118번길 25 (영덕동, 흥덕마을8단지아델리움아파트)",37.2718661,127.0737664
기흥구,중동 ,분양,성산마을 신영지웰,590,2006.08.31.,"기흥구 동백5로 41 (중동, 성산마을신영지웰아파트)",37.276237,127.1548709
기흥구,중동 ,분양,성산마을 남광하우스토리,134,2007.11.16.(2007.10.19.),"기흥구 동백5로 62 (중동, 성산마을 남광하우스토리)",37.2585842,127.1671357
기흥구,중동 ,분양,성산마을 어울림 타운하우스,24,2008.10.13.,"기흥구 동백4로 27 (중동, 성산마을어울림타운하우스)",37.272339,127.1536126
기흥구,중동 ,분양,성산마을 어울림 타운하우스,24,2008.10.13.,"기흥구 동백4로 53 (중동, 성산마을 어울림타운하우스)",37.2725569,127.1567504
기흥구,중동 ,분양,성산마을 서해그랑블,564,2006.04.27.,"기흥구 동백4로 26 (중동, 성산마을서해그랑블아파트)",37.2716851,127.1550162
기흥구,중동 ,분양,참솔마을 월드메르디앙,966,2006.02.28.,"기흥구 동백죽전대로 283 (중동, 참솔마을월드메르디앙) ",37.2648552,127.1538283
기흥구,중동 ,분양,어정마을 서희삼정아파트,390,2003.05.17.,"기흥구 언동로 193-26 (중동, 어정마을삼정그린뷰아파트)",37.2793646,127.1450498
기흥구,중동 ,분양,어은목마을 코아루아파트,533,2006.03.29.,"기흥구 동백2로 11 (중동, 어은목마을코아루아파트)",37.267024,127.156997
기흥구,중동 ,분양,어은목마을 코아루아파트,592,2006.03.29.,"기흥구 동백2로 12 (중동, 어은목마을코아루아파트)",37.267024,127.156997
기흥구,중동 ,분양,초당마을 코아루아파트,289,2006.03.29.,"기흥구 동백1로 9 (중동, 초당마을코아루아파트)",37.2642454,127.1574124
기흥구,중동 ,분양,초당마을 코아루아파트,279,2006.03.29.,"기흥구 동백1로 12 (중동, 초당마을코아루아파트)",37.2633455,127.1582015
기흥구,중동 ,분양,초당마을 현진에버빌,320,2006.02.27.,"기흥구 동백중앙로 73 (중동, 초당마을현진에버빌아파트)",37.2622974,127.1593216
기흥구,서천동,분양,서천마을 1단지,826,2012.12.17.,"기흥구 서천서로 27 (서천동, 서천마을 1단지)",37.2454943,127.0802361
기흥구,서천동,분양,서천마을 4단지,556,2012.12.17.,"기흥구 서천동로 60 (서천동, 서천마을4단지)",37.238416,127.0788232
기흥구,영덕동,분양,흥덕마을 5단지 호반베르디움,527,2009.11.05.,"기흥구 흥덕1로79번길 37 (영덕동, 흥덕마을5단지호반베르디움아파트)",37.2744927,127.0691151
기흥구,영덕동,분양,흥덕마을 자연앤스위첸,502,2009.08.13.,"기흥구 흥덕2로117번길 14 (영덕동, 흥덕마을6단지자연앤스위첸아파트)",37.2778126,127.0714569
기흥구,영덕동,분양,흥덕마을 힐스테이트,570,2010.08.19.,"기흥구 흥덕2로 126 (영덕동, 흥덕마을7단지흥덕힐스테이트아파트)",37.2794202,127.0735256
기흥구,영덕동,분양,흥덕마을 이던하우스,486,2009.05.14.,"기흥구 흥덕2로118번길 26 (영덕동, 흥덕마을9단지이던하우스아파트)",37.2718661,127.0737664
기흥구,중동 ,분양,백현마을 동일하이빌,743,2006.03.21.,"기흥구 동백중앙로 312 (중동, 백현마을 동일하이빌)",37.2798532,127.1576534
기흥구,영덕동,분양,흥덕마을동원로얄듀크,720,2010.07.29.,"기흥구 흥덕중앙로105번길 24 (영덕동, 흥덕마을10단지동원로얄듀크아파트)",37.277624,127.077668
기흥구,신갈동,분양,녹원마을 새천년그린빌 5단지,915,2004.08.23.,"기흥구 기흥로116번길 60 (신갈동, 녹원마을새천년그린빌5단지아파트)",37.2882566,127.118794
기흥구,신갈동,분양,산양마을 푸르지오아파트,346,2004.07.30.,"기흥구 기흥로116번길 77 (신갈동, 산양마을푸르지오아파트)",37.2897299,127.1177974
기흥구,신갈동,분양,신갈 정문아파트,85,1997.10.24.,"기흥구 신갈로124번길 27-2 (신갈동, 정문아파트)",37.277989,127.1091871
기흥구,신갈동,분양,녹원마을 새천년 그린빌 2단지아파트,238,2004.06.17.,"기흥구 새천년로 27 (신갈동, 녹원마을새천년그린빌2단지아파트)",37.2897866,127.111778
기흥구,신갈동,분양,녹원마을 새천년 그린빌 1단지,414,2006.03.15.,"기흥구 새천년로 13 (신갈동, 녹원마을새천년그린빌1단지아파트)",37.2898687,127.1105198
기흥구,신갈동,분양,둥지아파트,64,1996.04.17.,"기흥구 상미로49번길 20 (신갈동, 둥지아파트)",37.2734062,127.0985983
기흥구,신갈동,분양,동오아파트,99,1989.01.11.,"기흥구 용구대로2152번길 18 (신갈동, 동오연립)",37.2792389,127.1077428
기흥구,신갈동,분양,원대마을 신갈한신아파트,367,2002.08.31.,"기흥구 신갈로 102 (신갈동, 원대마을한신아파트)",37.276017,127.1063263
기흥구,신갈동,분양,새릉골마을 풍림아파트,340,2001.03.17.,"기흥구 기흥로116번길 7 (신갈동, 새릉골풍림아파트)",37.2868139,127.1120132
기흥구,신갈동,분양,도현마을 현대아파트,568,2001.05.25.,"기흥구 구갈로 115-16 (신갈동, 도현마을아이파크아파트)",37.2857008,127.1094298
기흥구,신갈동,분양,고현마을 고려에센스빌,72,2003.07.31.,"기흥구 용구대로2152번길 7 (신갈동, 고현마을고려에센스빌)",37.280088,127.1065972
기흥구,신갈동,분양,갈현마을 현대홈타운,584,2001.06.21.,"기흥구 관곡로 16 (신갈동, 갈현마을현대홈타운아파트)",37.2817385,127.1066872
기흥구,신갈동,분양,양현마을 풍림 신안아파트,776,2001.05.23.,"기흥구 산양로 17 (신갈동, 양현마을풍림신안아파트)",37.2839327,127.106826
기흥구,신갈동,분양,인성마을 신갈현대아파트,293,1997.06.04.,"기흥구 용구대로 2242 (신갈동, 인성마을현대아파트)",37.2867008,127.1083516
기흥구,신갈동,분양,신미주아파트,247,1995.02.24.,"기흥구 신갈로138번길 12 (신갈동, 신미주아파트)",37.2784612,127.1069929
기흥구,신갈동,분양,삼익아파트,296,1999.02.20.,"기흥구 신갈로124번길 3 (신갈동, 삼익아파트)",37.2783787,127.1062543
기흥구,신갈동,분양,드림랜드아파트,299,1992.08.05.,"기흥구 용구대로2152번길 39 (신갈동, 드림랜드아파트)",37.2800495,127.1101009
기흥구,신갈동,분양,도무스빌,46,2011.11.30,"기흥구 신갈로138번길 11 (신갈동, 도무스빌)",37.2791033,127.1070959
기흥구,신갈동,분양,녹원마을 새천년그린빌 4단지,923,2004.07.16.,"기흥구 새천년로 40 (신갈동, 녹원마을새천년그린빌4단지아파트)",37.2890711,127.1124087
기흥구,언남동,분양,스파 팰리스 리가,533,2013.02.07(2012.07.02),"기흥구 언남로 5 (언남동, 스파팰리스리가)",37.2835516,127.1355779
기흥구,영덕동,분양,우남퍼스트빌 리젠트,153,2009.04.24.,"기흥구 흥덕중앙로105번길 40 (영덕동, 흥덕마을15단지흥덕우남퍼스트빌리젠트아파)",37.2803216,127.0812453
기흥구,영덕동,분양,흥덕마을 11단지 경남아너스빌,545,2009.04.28.,"기흥구 흥덕중앙로105번길 41 (영덕동, 흥덕마을11단지경남아너스빌아파트)",37.2803484,127.0780427
기흥구,영덕동,분양,청현마을 기흥데시앙아파트,400,2005.01.11.(2004.09.04.),"기흥구 덕영대로2077번길 53 (영덕동, 청현마을태영데시앙아파트)",37.2655459,127.0942167
기흥구,영덕동,분양,청현마을 대명레이크빌아파트,401,2005.01.07.(2004.07.01.),"기흥구 덕영대로2077번길 55 (영덕동, 청현마을대명레이크빌아파트)",37.264963,127.092828
기흥구,영덕동,분양,영통빌리지,472,1999.11.06.,"기흥구 중부대로55번길 11 (영덕동, 주공영통빌리지)",37.267577,127.075503
기흥구,영덕동,분양,영덕 신일 1차아파트,662,1998.12.12.,"기흥구 덕영대로2077번길 20 (영덕동, 청현마을신일아파트)",37.2675494,127.095916
기흥구,영덕동,분양,영덕 신일 2차아파트,239,1998.12.12.,"기흥구 덕영대로2077번길 20 (영덕동, 청현마을신일아파트)",37.2675494,127.095916
기흥구,영덕동,분양,청현마을 신갈 두진아파트,541,1996.11.08.,"기흥구 덕영대로2077번길 8 (영덕동, 두진아파트)",37.2685454,127.096163
기흥구,영덕동,분양,흥덕마을 13단지 경남아너스빌,368,2009.06.19.,"기흥구 흥덕4로30번길 11 (영덕동, 흥덕마을13단지경남아너스빌아파트)",37.2752946,127.0918
기흥구,영덕동,분양,흥덕마을14단지 호반베르디움,236,2010.02.05.,"기흥구 흥덕3로 60 (영덕동, 흥덕마을14단지호반베르디움아파트)",37.273934,127.083217
기흥구,언남동,분양,캐슬타운,40,2012.06.19.,기흥구 언남로29번서길 1 (언남동),37.2958733,127.128489
기흥구,언남동,분양,초원마을 성원상떼빌,860,2005.05.18.,"기흥구 기흥로116번길 100 (언남동, 초원마을성원상떼빌아파트)",37.289339,127.120586
기흥구,언남동,분양,하마비마을 동일하이빌2차아파트,837,2002.08.01.,"기흥구 언남로 15 (언남동, 동일하이빌2차아파트)",37.2933368,127.1275089
기흥구,언남동,분양,장미마을 삼성래미안 2차 아파트,1219,2003.12.17.,"기흥구 구성로 90 (언남동, 삼성래미안2차아파트)",37.2929651,127.1183347
기흥구,언남동,분양,하마비마을 동부센트레빌,418,2002.01.31.,"기흥구 구성로 99 (언남동, 하마비마을동부센트레빌아파트)",37.2949317,127.1216576
기흥구,언남동,분양,언동마을 신일해피트리,591,2001.12.12.,"기흥구 구성로 184 (언남동, 푸른솔신일아파트)",37.2906602,127.1300277
기흥구,언남동,분양,하마비마을 동일하이빌1차,999,2001.09.21.,"기흥구 구성로 105-15 (언남동, 동일하이빌1차아파트)",37.2934596,127.1208522
기흥구,언남동,분양,동부아파트,446,1998.12.03.,"기흥구 구성로 123 (언남동, 하마비마을동부아파트)",37.2936818,127.122602
기흥구,중동 ,분양,어정마을 동백아이파크,313,2007.03.22.,"기흥구 언동로217번길 11 (중동, 어정마을동백아이파크아파트)",37.2778508,127.1453503
기흥구,보라동,분양,한보라마을 휴먼시아6단지,762,2008.04.17.,"기흥구 한보라1로 91 (보라동, 한보라마을휴먼시아6단지아파트)",37.2475962,127.1068039
기흥구,마북동,분양,교동마을 신창아파트,490,1996.12.23.,"기흥구 마북로 186 (마북동, 교동마을신창아파트)",37.3057915,127.1267124
기흥구,동백동,분양,해든마을 동백동문굿모닝힐,512,2007.11.30.,"기흥구 동백죽전대로 455-10 (동백동, 해든마을동문굿모닝힐아파트)",37.2809403,127.1507634
기흥구,동백동,분양,동원마을 동원로얄듀크,477,2007.07.31.,"기흥구 동백죽전대로 455-17 (동백동, 동원로얄듀크아파트)",37.2789206,127.1490086
기흥구,동백동,분양,백현마을 한라비발디(2단지),304,2006.02.27.,"기흥구 동백7로 96 (동백동, 백현마을한라비발디아파트)",37.279908,127.1609343
기흥구,동백동,분양,백현마을 코아루아파트,414,2006.03.29.,"기흥구 동백7로 80 (동백동, 백현마을코아루아파트)",37.2808506999999,127.1592655
기흥구,동백동,분양,호수마을 서해그랑블,536,2006.04.20.,"기흥구 동백7로 56 (동백동, 호수마을서해그랑블아파트)",37.282294,127.1578212
기흥구,동백동,분양,호수마을 동보노빌리티,481,2006.02.27.,"기흥구 동백평촌로 39 (동백동, 호수마을동보노빌리티아파트)",37.286961,127.1538492
기흥구,동백동,분양,호수마을상록롯데캐슬,552,2007.02.06.,"기흥구 동백평촌로 70 (동백동, 호수마을상록롯데캐슬아파트)",37.286961,127.1538492
기흥구,동백동,분양,호수마을 계룡리슈빌,567,2006.03.02.,"기흥구 동백평촌로 15 (동백동, 호수마을계룡리슈빌아파트)",37.2843502,127.154988
기흥구,동백동,분양,백현마을 모아미래도,838,2006.02.27.,"기흥구 동백8로 90 (동백동, 백현마을모아미래도아파트)",37.2819618,127.1633762
기흥구,동백동,분양,백현마을 한라비발디(1단지),342,2006.02.27.,"기흥구 동백7로 97 (동백동, 백현마을한라비발디아파트) ",37.2810064,127.1620791
기흥구,동백동,분양,백현마을 모아미래도(2단지),336,2006.02.27.,"기흥구 동백8로 126 (동백동, 백현마을모아미래도아파트)",37.2820247999999,127.1634921
기흥구,동백동,분양,백현마을 휴먼시아 8단지,600,2006.11.06.,"기흥구 동백8로131번길 9 (동백동, 백현마을휴먼시아아파트)",37.2835322,127.1648943
기흥구,동백동,분양,백현마을 서해그랑블,482,2006.04.20.,"기흥구 동백8로 89 (동백동, 백현마을서해그랑블아파트)",37.2849797,127.16086
기흥구,동백동,분양,호수마을 휴먼시아 5단지,488,2006.11.06.,"기흥구 동백8로 27 (동백동, 호수마을어울림아파트)",37.2866833,127.1547935
기흥구,마북동,분양,교동마을 정광아파트,478,1997.11.03.,"기흥구 마북로154번길 16 (마북동, 교동마을정광아파트)",37.3023033,127.125061
기흥구,마북동,분양,구성 우림아파트,362,1998.01.14.,"기흥구 구성로39번길 13 (마북동, 우림필유아파트)",37.2962308,127.1132865
처인구,백암면 근창리,분양,동은아파트,50,1994.04.02,처인구 백암면 근창로35번길 8 (동은아파트),37.1630911,127.3716649
처인구,백암면 근창리,분양,덕현빌라,27,1986.01.29,처인구 백암면 근창로 38-6 (덕현빌라),37.1638444,127.3703164
처인구,백암면 근창리,분양,강림아파트,58,1990.12.31,처인구 백암면 근창로 38-9 (강림아파트),37.1637021,127.3698039
처인구,포곡읍 전대리,분양,녹십자아파트,30,1990.12.12,처인구 포곡읍 전대로 68 (녹십자아파트),37.2844902,127.2186763
처인구,포곡읍 전대리,분양,조양아파트,88,1995.06.07,처인구 포곡읍 전성로 10 (조양아파트),37.2846846,127.2163709
처인구,김량장동,임대,김량장 주공아파트,495,19981025,"처인구 중부대로1388번길 6-14  (김량장동, 김량주공2단지아파트)",37.2332326999999,127.1963404
처인구,마평동,임대,마평 주공아파트,639,2004.09.24,"처인구 고림로 22  (마평동, 마평주공아파트)",37.235595,127.2135
기흥구,고매동,분양,동성아파트,216,1997.01.09.,"기흥구 고매로 26 (고매동, 동성아파트)",37.2309732,127.1121163
기흥구,고매동,분양,세원아파트,320,1993.05.01.,"기흥구 공세로 76 (고매동, 세원아파트)",37.231492,127.108782
기흥구,고매동,분양,매화마을 우남드림밸리아파트,168,2002.09.12.,"기흥구 고매로34번길 10 (고매동, 매화마을우남퍼스트빌아파트)",37.2299825,127.1123143
기흥구,고매동,분양,매화마을 우림홀인원아파트,299,2003.10.04.,"기흥구 고매로34번길 31 (고매동, 매화마을우림홀인원아파트)",37.2284396,127.1148546
