시도,시군구,읍면동,단지코드,단지명,단지분류,도로명주소,세대수,총주차대수,cell_ycrd,cell_xcrd
경기도,용인기흥구,신갈동,A44658413,새천년그린빌주공3단지,아파트,경기도 용인시 기흥구 새천년로16번길 16,693,717,37.2883351,127.1102315
경기도,용인기흥구,서농동,A10027657,서천2차아이파크아파트,아파트,경기도 용인시 기흥구 서천동로21번길 5,289,316,37.2391562,127.0769117
경기도,용인수지구,죽전2동,A44854807,죽전아이뷰,아파트,경기도 용인시 수지구 현암로 3,432,471,37.3321015,127.1101026
경기도,용인수지구,상현1동,A44813012,광교경남아너스빌,아파트,경기도 용인시 수지구 광교마을로 2,700,1022,37.297037,127.06924
경기도,용인수지구,상현1동,A44813015,광교마을45단지,아파트,경기도 용인시 수지구 광교마을로 11,672,1081,37.2964591,127.0715785
경기도,용인수지구,죽전1동,A44816006,도담마을롯데캐슬,아파트,경기도 용인시 수지구 대지로 64,231,316,37.3285682,127.116452
경기도,용인수지구,죽전1동,A44816017,도담마을휴먼빌아파트,아파트,경기도 용인시 수지구 대지로 77,260,288,37.3301124,127.117384
경기도,용인수지구,풍덕천2동,A44855001,태영데시앙2차,아파트,경기도 용인시 수지구 풍덕천로22번길 67,249,249,37.3142837,127.0826342
경기도,용인수지구,풍덕천2동,A44899103,이스턴팰리스아파트,아파트,경기도 용인시 수지구 풍덕천로30번길 20,174,501,37.316251,127.0875507
경기도,용인수지구,상현1동,A44852511,광교상현마을 현대아파트,아파트,경기도 용인시 수지구 상현로 2,498,621,37.3017107,127.0734575
경기도,용인수지구,상현1동,A44852214,광교쌍용포레듀엔1단지,아파트,경기도 용인시 수지구 상현로 27,421,820,37.3028389,127.0771536
경기도,용인수지구,상현1동,A44813014,광교쌍용포레듀엔 2단지,아파트,경기도 용인시 수지구 상현로 30-6,315,630,37.3016213,127.0770196
경기도,용인수지구,상현1동,A44851512,광교쌍용포레듀엔3단지,아파트,경기도 용인시 수지구 상현로 30-9,251,256,37.301998,127.0784092
경기도,용인수지구,상현1동,A44851913,광교상떼빌파크뷰(구 상현마을성원상떼빌아파트),아파트,경기도 용인시 수지구 상현로 30-10,968,1760,37.3001978,127.0779709
경기도,용인수지구,상현1동,A44851508,금호베스트빌2단지,아파트,경기도 용인시 수지구 상현로 58,407,787,37.3029745,127.0801141
경기도,용인수지구,상현1동,A44813004,수지금호베스트빌TheEdu,아파트,경기도 용인시 수지구 상현로 59,573,1058,37.304557,127.07955
경기도,용인수지구,상현1동,A44851503,금호베스트빌4단지,아파트,경기도 용인시 수지구 상현로 67-12,224,563,37.3055452,127.080684
경기도,용인수지구,상현2동,A44851610,상현현대성우3차,아파트,경기도 용인시 수지구 상현로 88,336,653,37.304552,127.0847265
경기도,용인수지구,상현2동,A44851609,상현마을현대성우1차,아파트,경기도 용인시 수지구 상현로 100,470,788,37.304552,127.0847265
경기도,용인수지구,상현1동,A44872712,수지센트럴아이파크,아파트,경기도 용인시 수지구 상현로 101,895,1700,37.3069417,127.0825193
경기도,용인수지구,상현1동,A44851805,현대성우5차,아파트,경기도 용인시 수지구 상현로 119-6,310,580,37.309069,127.0838877
경기도,용인수지구,동천동,A44851113,동천마을현대2차홈타운,아파트,경기도 용인시 수지구 동천로63번길 10,1128,1126,37.3384777,127.0960934
경기도,용인수지구,동천동,A44851004,래미안이스트팰리스3단지,아파트,경기도 용인시 수지구 동천로135번길 21,885,1607,37.3338596,127.0890372
경기도,용인기흥구,신갈동,A44658412,갈현마을현대홈타운,아파트,경기도 용인시 기흥구 관곡로 16,584,589,37.2820122,127.1070063
경기도,용인수지구,죽전1동,A44816104,새터마을모아미래도,아파트,경기도 용인시 수지구 대지로 127,252,272,37.3304542,127.1220268
경기도,용인수지구,죽전1동,A44898513,용인죽전동부센트레빌,아파트,경기도 용인시 수지구 대지로 139,536,570,37.3303433,127.124804
경기도,용인수지구,동천동,A44874508,풍림2차,아파트,경기도 용인시 수지구 동천로 18,271,273,37.3415576,127.1003485
경기도,용인수지구,동천동,A44812004,동천동문6차굿모닝힐,아파트,경기도 용인시 수지구 동천로 53,220,425,37.3398297,127.0972126
경기도,용인수지구,동천동,A44812014,동천동문5차굿모닝힐,아파트,경기도 용인시 수지구 동천로 64,1334,1473,37.340029,127.0958119
경기도,용인수지구,동천동,A44874401,동천마을동문3차,아파트,경기도 용인시 수지구 동천로 93,181,265,37.3383055,127.0937324
경기도,용인기흥구,마북동,A10026882,용인마북신원아침도시,아파트,경기도 용인시 기흥구 마북로247번길 3,180,186,37.3142267,127.1297315
경기도,용인수지구,죽전1동,A44897120,새터마을죽전힐스테이트,아파트,경기도 용인시 수지구 현암로125번길 11,1998,2032,37.3344908,127.1212644
경기도,용인수지구,죽전1동,A44879606,죽전중앙하이츠,아파트,경기도 용인시 수지구 현암로63번길 2,271,635,37.3323438,127.1167034
경기도,용인기흥구,구성동,A44670301,스파팰리스리가,아파트,경기도 용인시 기흥구 언남로 5,533,730,37.2978641,127.1329632
경기도,용인기흥구,구성동,A44657104,동일하이빌2차,아파트,경기도 용인시 기흥구 언남로 15,837,1495,37.2933368,127.1275089
경기도,용인수지구,죽전2동,A44875510,수지벽산2단지,아파트,경기도 용인시 수지구 용구대로2771번길 66,684,601,37.3355358,127.1057095
경기도,용인수지구,죽전2동,A44875509,벽산타운1단지,아파트,경기도 용인시 수지구 용구대로2771번길 68,612,508,37.3364667,127.1054931
경기도,용인수지구,죽전2동,A44854601,창죽벽산첼시빌,아파트,경기도 용인시 수지구 용구대로2771번길 88,179,364,37.3372768,127.1058537
경기도,용인기흥구,구갈동,A44659306,구갈가현마을신안,아파트,경기도 용인시 기흥구 관곡로 53,364,599,37.2837451,127.1122929
경기도,용인기흥구,구갈동,A44673613,구갈한양,아파트,경기도 용인시 기흥구 구갈로28번길 21-21,624,591,37.2787847,127.1125383
경기도,용인기흥구,구갈동,A44673303,기흥동부아파트,아파트,경기도 용인시 기흥구 구갈로28번길 32,200,185,37.276744,127.1147408
경기도,용인기흥구,동백2동,A44671816,초당마을주공3단지,아파트,경기도 용인시 기흥구 동백중앙로 41,816,822,37.2599715,127.1621036
경기도,용인기흥구,동백2동,A44671805,초당마을현진에버빌,아파트,경기도 용인시 기흥구 동백중앙로 73,320,560,37.2623233,127.1595466
경기도,용인기흥구,동백2동,A44691615,백현마을동일하이빌,아파트,경기도 용인시 기흥구 동백중앙로 312,743,989,37.2798532,127.1576534
경기도,용인기흥구,동백1동,A44672214,호수마을계룡리슈빌,아파트,경기도 용인시 기흥구 동백평촌로 15,567,629,37.2842698,127.1546789
경기도,용인기흥구,동백1동,A44691108,호수마을동보노빌리티,아파트,경기도 용인시 기흥구 동백평촌로 39,481,646,37.2821747,127.1546651
경기도,용인기흥구,동백1동,A44679510,호수마을상록롯데캐슬,아파트,경기도 용인시 기흥구 동백평촌로 70,552,661,37.2795394,127.1556001
경기도,용인기흥구,영덕1동,A44678707,흥덕마을13단지경남아너스빌,아파트,경기도 용인시 기흥구 흥덕4로30번길 11,368,736,37.2749937,127.0917338
경기도,용인기흥구,구갈동,A44657911,구갈세종그랑시아 2단지,아파트,경기도 용인시 기흥구 기흥로38번길 34,194,236,37.2785323,127.118202
경기도,용인기흥구,신갈동,A44695211,도현마을현대,아파트,경기도 용인시 기흥구 구갈로 115-16,568,878,37.2857224,127.1099296
경기도,용인기흥구,구갈동,A44673507,구갈한성2차,아파트,경기도 용인시 기흥구 구갈로 16,384,126,37.2762069,127.1131707
경기도,용인기흥구,보정동,A44677016,보정한화꿈에그린,아파트,경기도 용인시 기흥구 구교동로 17,379,580,37.3043289,127.1223932
경기도,용인기흥구,보정동,A44656506,솔뫼마을현대홈타운,아파트,경기도 용인시 기흥구 이현로30번길 7,382,753,37.3095812,127.097069
경기도,용인기흥구,마북동,A44677102,구성자이3차,아파트,경기도 용인시 기흥구 구교동로118번길 7,309,478,37.3025762,127.1187109
경기도,용인기흥구,영덕1동,A44696703,영통빌리지,아파트,경기도 용인시 기흥구 중부대로55번길 11,472,475,37.2686457,127.0759171
경기도,용인기흥구,마북동,A44655904,마북우림,아파트,경기도 용인시 기흥구 구성로39번길 13,362,320,37.2962308,127.1132865
경기도,용인기흥구,마북동,A10027214,용인 구성역 효성해링턴플레이스,아파트,경기도 용인시 기흥구 구성로53번길 20,296,303,37.2966346,127.1159556
경기도,용인기흥구,보정동,A10027771,샬레파인비스타 아파트,아파트,경기도 용인시 기흥구 진산로 140,155,187,37.3221811,127.1045554
경기도,용인수지구,동천동,A44874405,동문그린,아파트,경기도 용인시 수지구 고기로45번길 58,227,227,37.3392899,127.0927274
경기도,용인수지구,풍덕천1동,A44876808,수지한성,아파트,경기도 용인시 수지구 문정로 55,774,356,37.3247818,127.0927439
경기도,용인수지구,상현1동,A44813006,수지금호베스트빌5단지,아파트,경기도 용인시 수지구 심곡로 16,890,1367,37.3070247,127.0780026
경기도,용인기흥구,상하동,A44677303,용인대우,아파트,경기도 용인시 기흥구 중부대로 735,432,325,37.262862,127.1411955
경기도,용인기흥구,마북동,A44691210,교동마을신창아파트,아파트,경기도 용인시 기흥구 마북로 186,490,297,37.3059191,127.1267138
경기도,용인기흥구,마북동,A44677101,마북e편한세상,아파트,경기도 용인시 기흥구 마북로 210,404,584,37.306559,127.1285733
경기도,용인기흥구,신갈동,A10026093,용인기흥 우방아이유쉘 아파트,아파트,경기도 용인시 기흥구 신정로41번길 31,400,434,37.2790775,127.096956
경기도,용인수지구,성복동,A10025987,성복역서희스타힐스,주상복합,경기도 용인시 수지구 성복1로 80,174,210,37.3175005,127.0653222
경기도,용인수지구,성복동,A44898209,성복힐스테이트1차,아파트,경기도 용인시 수지구 성복1로 91,645,1304,37.3155023,127.0690598
경기도,용인수지구,성복동,A44853005,벽산첼시빌2,아파트,경기도 용인시 수지구 성복1로 107,951,2029,37.3144979,127.0663465
경기도,용인기흥구,동백1동,A44674909,백현마을서해그랑블,아파트,경기도 용인시 기흥구 동백8로 89,482,530,37.2849797,127.16086
경기도,용인기흥구,동백1동,A44672016,백현마을모아미래도1단지,아파트,경기도 용인시 기흥구 동백8로 90,838,1105,37.283,127.1607297
경기도,용인기흥구,동백1동,A44674813,백현마을주공7단지,아파트,경기도 용인시 기흥구 동백8로 103,561,572,37.2843505,127.1629871
경기도,용인기흥구,동백1동,A44672003,백현마을모아미래도2단지,아파트,경기도 용인시 기흥구 동백8로 126,336,342,37.2820248,127.1634921
경기도,용인수지구,죽전1동,A44816014,도담마을9단지죽전파크빌,아파트,경기도 용인시 수지구 정든로 22,561,440,37.3277268,127.1161188
경기도,용인수지구,상현2동,A10027047,용인수지동도센트리움 아파트,도시형 생활주택(아파트),경기도 용인시 수지구 이현로 125,168,168,37.3118374,127.0914235
경기도,용인수지구,죽전1동,A44897218,꽃메마을현대홈타운4차3단지,아파트,경기도 용인시 수지구 죽전로 87,770,788,37.3225289,127.1177435
경기도,용인수지구,죽전1동,A44897402,꽃메마을한라프로방스,아파트,경기도 용인시 수지구 죽전로 111,195,343,37.3232078,127.1194901
경기도,용인수지구,죽전1동,A44897403,꽃메마을극동스타클래스,아파트,경기도 용인시 수지구 죽전로 116,196,334,37.3225553,127.1211709
경기도,용인수지구,죽전1동,A44816011,꽃메마을아이파크2차,아파트,경기도 용인시 수지구 죽전로 121,374,621,37.3238557,127.1207011
경기도,용인수지구,죽전1동,A44895022,성현마을광명샤인빌,아파트,경기도 용인시 수지구 디지털벨리로 5,192,221,37.327677,127.1319098
경기도,용인기흥구,상갈동,A44695607,금화마을주공6단지,아파트,경기도 용인시 기흥구 금화로11번길 9,228,237,37.2628099,127.1050877
경기도,용인기흥구,상갈동,A44695804,금화마을주공3단지,아파트,경기도 용인시 기흥구 금화로11번길 10,1070,1079,37.2624271,127.1071395
경기도,용인수지구,성복동,A44898203,버들치마을 경남아너스빌1차,아파트,경기도 용인시 수지구 성복1로 157,816,1213,37.3147034,127.0623638
경기도,용인수지구,성복동,A44898211,성복아이파크,아파트,경기도 용인시 수지구 성복1로 222,351,491,37.3175005,127.0653222
경기도,용인수지구,성복동,A44898007,수지LG빌리지1차,아파트,경기도 용인시 수지구 성복2로 86,1164,3277,37.3169439,127.075941
경기도,용인기흥구,동백1동,A44674515,백현마을경남아너스빌,아파트,경기도 용인시 기흥구 동백8로131번길 9,600,667,37.2834609,127.1647438
경기도,용인기흥구,동백1동,A44691118,백현마을주공9단지,아파트,경기도 용인시 기흥구 동백8로131번길 20,981,989,37.2823852,127.1666818
경기도,용인수지구,성복동,A44898207,버들치마을경남아너스빌2차,아파트,경기도 용인시 수지구 성복1로163번길 11,214,329,37.3155315,127.0606612
경기도,용인수지구,성복동,A44898204,버들치마을힐스테이트2차,아파트,경기도 용인시 수지구 성복1로164번길 13,689,1447,37.3184372,127.0635799
경기도,용인수지구,성복동,A44898205,성복자이1차,아파트,경기도 용인시 수지구 성복1로164번길 20,719,1275,37.3172069,127.0653698
경기도,용인수지구,죽전1동,A44854215,성현마을우미2차,아파트,경기도 용인시 수지구 죽전로 143,538,538,37.3248535,127.1235419
경기도,용인수지구,죽전1동,A44816016,죽전현대1차,아파트,경기도 용인시 수지구 죽전로 244,702,705,37.3319073,127.1297882
경기도,용인수지구,죽전1동,A44853819,죽전건영캐스빌,아파트,경기도 용인시 수지구 죽전로 267,1254,2035,37.3335992,127.1259432
경기도,용인수지구,죽전1동,A44816007,더리버하임,아파트,경기도 용인시 수지구 대지로 19,336,345,37.3282911,127.1121787
경기도,용인수지구,죽전1동,A44875107,수지한신,아파트,경기도 용인시 수지구 대지로 27,311,329,37.3279466,127.1126149
경기도,용인기흥구,동백2동,A44672417,참솔마을월드메르디앙,아파트,경기도 용인시 기흥구 동백죽전대로 283,966,1172,37.2648552,127.1538283
경기도,용인수지구,죽전1동,A44816005,내대지마을주공5단지,아파트,경기도 용인시 수지구 디지털벨리로 21,225,227,37.3297068,127.1325894
경기도,용인기흥구,서농동,A44670101,서그내마을서천아이파크,아파트,경기도 용인시 기흥구 서그내로16번길 14,243,441,37.2460487,127.0724171
경기도,용인기흥구,서농동,A10026964,영통로 효성해링턴 플레이스 아파트,아파트,경기도 용인시 기흥구 서그내로16번길 30,640,701,37.2448481,127.070907
경기도,용인수지구,죽전1동,A44854309,대지마을2차현대홈타운,아파트,경기도 용인시 수지구 현암로 54,346,418,37.3307647,127.1150823
경기도,용인수지구,상현1동,A44851511,광교상록자이,아파트,경기도 용인시 수지구 광교마을로 62,1035,1410,37.2964591,127.0715785
경기도,용인수지구,상현1동,A44813010,광교휴먼시아41단지,아파트,경기도 용인시 수지구 광교마을로 90,1117,985,37.2954416,127.0757315
경기도,용인기흥구,기흥동,A44679604,성원상떼레이크뷰,아파트,경기도 용인시 기흥구 동탄기흥로 864,345,1035,37.2340393,127.1031097
경기도,용인수지구,신봉동,A44853607,동일하이빌2단지,아파트,경기도 용인시 수지구 신봉3로11번길 10-7,232,434,37.3258281,127.0677228
경기도,용인수지구,신봉동,A44853609,동일하이빌4단지,아파트,경기도 용인시 수지구 신봉3로12번길 9,636,1219,37.330039,127.0647753
경기도,용인수지구,풍덕천1동,A10027717,래미안수지이스트파크,아파트,경기도 용인시 수지구 신수로683번길 19,845,1074,37.3305836,127.1003832
경기도,용인수지구,동천동,A44812002,보뜨랑마을벽산블루밍,아파트,경기도 용인시 수지구 신수로783번길 50,182,192,37.3421561,127.0986033
경기도,용인기흥구,기흥동,A44695002,호수청구,아파트,경기도 용인시 기흥구 공세로 226,498,364,37.2402348,127.1032876
경기도,용인기흥구,기흥동,A44673204,용인세원,아파트,경기도 용인시 기흥구 공세로 76,320,308,37.2312393,127.1095235
경기도,용인기흥구,마북동,A44677208,교동마을정광,아파트,경기도 용인시 기흥구 마북로154번길 16,478,490,37.3021864,127.1248314
경기도,용인수지구,풍덕천1동,A44817101,수지건영,아파트,경기도 용인시 수지구 수풍로23번길 25,190,195,37.3303717,127.0923377
경기도,용인수지구,신봉동,A44853606,신봉센트레빌1단지,아파트,경기도 용인시 수지구 신봉1로172번길 8,298,267,37.3288257,127.0698681
경기도,용인기흥구,서농동,A10026701,용인서천효성해링턴플레이스,아파트,경기도 용인시 기흥구 서그내로 31,458,541,37.2443449,127.073666
경기도,용인수지구,상현2동,A44851707,만현마을1단지롯데캐슬,아파트,경기도 용인시 수지구 만현로 25,992,1562,37.3130672,127.0884511
경기도,용인기흥구,상하동,A44691401,지석마을진흥더루벤스1단지,아파트,경기도 용인시 기흥구 중부대로746번길 20,200,460,37.2609884,127.1374524
경기도,용인기흥구,상하동,A44691407,지석마을진흥더루벤스2차,아파트,경기도 용인시 기흥구 중부대로746번길 21,851,1320,37.2593378,127.1385907
경기도,용인기흥구,상갈동,A44695803,금화마을주공4단지,아파트,경기도 용인시 기흥구 금화로58번길 10,742,751,37.2625199,127.1103673
경기도,용인기흥구,상갈동,A44695601,금화마을대우현대,아파트,경기도 용인시 기흥구 금화로82번길 14,664,948,37.2646464,127.1099995
경기도,용인기흥구,상갈동,A44695802,금화마을주공5단지,아파트,경기도 용인시 기흥구 금화로82번길 17,681,681,37.2663947,127.1121786
경기도,용인기흥구,영덕2동,A44674004,청현마을 두진,아파트,경기도 용인시 기흥구 덕영대로2077번길 8,541,376,37.2686108,127.096387
경기도,용인기흥구,영덕2동,A44674105,영덕신일,아파트,경기도 용인시 기흥구 덕영대로2077번길 20,901,919,37.2675494,127.095916
경기도,용인기흥구,영덕2동,A44659101,청현마을기흥데시앙,아파트,경기도 용인시 기흥구 덕영대로2077번길 53,400,405,37.2656635,127.0938144
경기도,용인기흥구,영덕2동,A44659102,대명레이크빌,아파트,경기도 용인시 기흥구 덕영대로2077번길 55,401,411,37.2656377,127.0926771
경기도,용인기흥구,기흥동,A44679601,탑실마을대주피오레1단지,아파트,경기도 용인시 기흥구 탑실로 15,710,1432,37.2401063,127.1084713
경기도,용인기흥구,기흥동,A44679602,공세대주피오레2단지,아파트,경기도 용인시 기흥구 탑실로 152,1290,2926,37.2430464,127.1218279
경기도,용인기흥구,서농동,A44670104,서천마을쌍용예가,아파트,경기도 용인시 기흥구 서천동로 60,556,599,37.2403129,127.0755947
경기도,용인수지구,상현2동,A44852405,성복역 아이파크,아파트,경기도 용인시 수지구 상현로 142,584,703,37.3111606,127.0854248
경기도,용인기흥구,동백2동,A44675411,성산마을서해그랑블,아파트,경기도 용인시 기흥구 동백4로 26,564,1053,37.2713547,127.154829
경기도,용인기흥구,동백2동,A44675001,어은목마을한라비발디3단지,아파트,경기도 용인시 기흥구 동백4로 72,248,456,37.2709056,127.1581929
경기도,용인기흥구,동백2동,A44674613,성산마을신영지웰,아파트,경기도 용인시 기흥구 동백5로 41,590,979,37.2759049,127.1547939
경기도,용인기흥구,동백2동,A44679103,백현마을상록롯데캐슬,아파트,경기도 용인시 기흥구 동백5로 79,295,427,37.2765666,127.1574882
경기도,용인수지구,상현2동,A10026933,광교레이크포레아파트,아파트,경기도 용인시 수지구 광교호수로 431,235,268,37.354597,127.0704875
경기도,용인기흥구,구갈동,A44673401,구갈우림,아파트,경기도 용인시 기흥구 신구로42번길 15,150,106,37.2760598,127.1117054
경기도,용인기흥구,구갈동,A44673402,풍림고층,아파트,경기도 용인시 기흥구 신구로42번길 22,180,121,37.2756313,127.1117522
경기도,용인수지구,죽전1동,A44854110,꽃메마을한라신영프로방스,아파트,경기도 용인시 수지구 죽전로27번길 14-30,388,661,37.3217098,127.1144788
경기도,용인수지구,죽전1동,A44879317,죽전주공8단지,아파트,경기도 용인시 수지구 죽전로27번길 60,643,641,37.32504,127.1128928
경기도,용인기흥구,기흥동,A44673103,기흥써니밸리,아파트,경기도 용인시 기흥구 고매로 16,171,193,37.2309299,127.1111533
경기도,용인기흥구,기흥동,A44673102,기흥동성,아파트,경기도 용인시 기흥구 고매로 26,216,217,37.2309732,127.1121163
경기도,용인수지구,성복동,A44898202,푸른마을푸르지오,아파트,경기도 용인시 수지구 성복2로76번길 31,430,866,37.316175,127.0798382
경기도,용인수지구,성복동,A10026460,수지 성복 효성해링턴코트,아파트,경기도 용인시 수지구 성복1로281번길 20,236,310,37.3175005,127.0653222
경기도,용인기흥구,동백1동,A44674712,호수마을서해그랑블,아파트,경기도 용인시 기흥구 동백7로 56,536,594,37.2818739,127.1574618
경기도,용인기흥구,영덕1동,A44690806,휴먼시아흥덕마을1단지,아파트,경기도 용인시 기흥구 흥덕1로79번길 9,1254,1016,37.2744927,127.0691151
경기도,용인기흥구,영덕1동,A44678710,호반써밋 레이크파크,아파트,경기도 용인시 기흥구 흥덕1로79번길 37,527,587,37.2775755,127.0700616
경기도,용인기흥구,영덕1동,A44678703,광교레이크스위첸,아파트,경기도 용인시 기흥구 흥덕2로117번길 14,502,560,37.2786452,127.0721345
경기도,용인기흥구,영덕1동,A44678713,용인흥덕아델리움8단지,아파트,경기도 용인시 기흥구 흥덕2로118번길 25,474,523,37.2718661,127.0737664
경기도,용인기흥구,영덕1동,A44678702,흥덕우미린레이크포레,아파트,경기도 용인시 기흥구 흥덕2로118번길 26,486,617,37.2718661,127.0737664
경기도,용인기흥구,신갈동,A44659508,원대마을한신아파트,아파트,경기도 용인시 기흥구 신갈로 102,367,483,37.276014,127.1064502
경기도,용인기흥구,서농동,A44671101,서천마을휴먼시아3단지,아파트,경기도 용인시 기흥구 서천서로 125,980,841,37.235632,127.0701048
경기도,용인기흥구,서농동,A44670103,센트럴파크원,아파트,경기도 용인시 기흥구 서천서로 27,826,880,37.235632,127.0701048
경기도,용인기흥구,신갈동,A44658609,새천년그린빌주공1단지,아파트,경기도 용인시 기흥구 새천년로 13,414,430,37.289937,127.1106807
경기도,용인기흥구,신갈동,A44658601,새천년그린빌주공2단지,아파트,경기도 용인시 기흥구 새천년로 27,238,242,37.2898634,127.1120462
경기도,용인기흥구,신갈동,A44658715,파크시엘아파트,아파트,경기도 용인시 기흥구 새천년로 40,923,947,37.2885804,127.114221
경기도,용인기흥구,신갈동,A44658913,양현마을신안풍림,아파트,경기도 용인시 기흥구 산양로 17,776,788,37.2839692,127.1071072
경기도,용인기흥구,구성동,A44657505,물푸레마을휴먼시아1단지,아파트,경기도 용인시 기흥구 구성2로 52,618,545,37.2949904,127.1468115
경기도,용인기흥구,구성동,A44691506,물푸레마을휴먼시아2단지,아파트,경기도 용인시 기흥구 구성3로 37,389,343,37.2954196,127.1492204
경기도,용인기흥구,구성동,A44657504,물푸레마을휴먼시아5단지,아파트,경기도 용인시 기흥구 구성3로 38,712,658,37.2955695,127.150906
경기도,용인기흥구,보정동,A44679308,연원마을삼성명가타운,아파트,경기도 용인시 기흥구 용구대로 2460,424,516,37.3050626,127.1079318
