시군명,사업장명,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
용인시,골드메탈,17134,경기도 용인시 처인구 이동읍 시미리 201-1,경기도 용인시 처인구 이동읍 안터로15번길 43,37.15998104,127.2112328
용인시,㈜지엔씨리사이클링,17175,경기도 용인시 처인구 원삼면 가재월리 720,경기도 용인시 처인구 원삼면 원양로246번길 136-2,37.17708724,127.3191437
용인시,대일자원,17006,경기도 용인시 기흥구 중동 849-2번지 씨티프라자 801 C103,경기도 용인시 기흥구 동백중앙로 191,37.2707976,127.1528544
용인시,㈜에스닥스,16945,경기도 용인시 기흥구 신갈동 302-1,경기도 용인시 기흥구 신정로 206,37.28901685,127.1007225
용인시,㈜와이제이로지스,16975,경기도 용인시 기흥구 구갈동 378-1번지 3층,경기도 용인시 기흥구 기흥로 32,37.27884849,127.1161908
용인시,㈜나눔,17126,경기도 용인시 처인구 이동읍 서리 572-2번지,경기도 용인시 처인구 이동읍 백자로 184,37.20727615,127.1719354
용인시,㈜네이처위드,17130,경기도 용인시 처인구 이동읍 덕성리 268-5번지 101호,경기도 용인시 처인구 이동읍 백옥대로 501,37.18199883,127.2029037
용인시,대한환경자원,16945,경기도 용인시 기흥구 신갈동 568-1번지,경기도 용인시 기흥구 신정로237번길 46-12,37.29137464,127.093023
용인시,㈜디엘산업개발,17121,경기도 용인시 처인구 남사면 창리 506-2번지,경기도 용인시 처인구 남사면 경기동로 496,37.13939284,127.1773217
용인시,협우상사,17137,경기도 용인시 처인구 이동읍 송전리 92번지,경기도 용인시 처인구 이동읍 경기동로785번길 123-3,37.13756721,127.2139625
용인시,강남푸른환경,17067,경기도 용인시 기흥구 상갈동 121-2번지 신갈종합시장 312호,경기도 용인시 기흥구 상갈로23번길 8,37.26871139,127.1069646
용인시,㈜청운,17128,경기도 용인시 처인구 이동읍 천리 130-7번지 401호,경기도 용인시 처인구 이동읍 이원로 12,37.18977567,127.2076769
용인시,삼형제자원,17067,경기도 용인시 기흥구 상갈동 121-2번지 신갈종합시장 315호,경기도 용인시 기흥구 상갈로23번길 8,37.26871139,127.1069646
용인시,대명환경개발,17138,경기도 용인시 처인구 이동읍 묘봉리 807-5번지 반도상사 101호,경기도 용인시 처인구 이동읍 문화로 110,37.13336531,127.2156502
용인시,록원자원,16983,경기도 용인시 기흥구 언남동 7번지,경기도 용인시 기흥구 언동로30번길 64,37.2847136,127.1341856
용인시,삼우환경산업,17118,경기도 용인시 처인구 남사면 통삼리 282,경기도 용인시 처인구 남사면 통삼로317번길 13,37.12725339,127.1294681
용인시,청송산업개발㈜,17121,경기도 용인시 처인구 남사면 창리 506-2번지,경기도 용인시 처인구 남사면 경기동로 496,37.13939284,127.1773217
용인시,태양리사이클,17180,경기도 용인시 처인구 백암면 백봉리 834-2번지,경기도 용인시 처인구 백암면 백암로 31-3,37.1518424,127.3855881
용인시,창대철강,17160,경기도 용인시 처인구 양지면 송문리 144-2,경기도 용인시 양지면 송문리 144-2,37.22554912,127.2575879
용인시,㈜그린서림,17118,경기도 용인시 처인구 남사면 봉명리 220,경기도 용인시 남사면 봉명리 220,37.11465098,127.1263531
용인시,경인타이어,17037,"경기도 용인시 처인구 모현읍 초부리 121-1, 121-2, 121-3","경기도 용인시 모현읍 초부리 121-1, 121-2, 121-3",37.31337788,127.2506417
용인시,아트라스네트워크,16995,"경기도 용인시 기흥구 중동 760-1번지 가동 7,8호",경기도 용인시 기흥구 어정로 134-8,37.27479838,127.1453757
용인시,㈜에스닥스,16945,경기도 용인시 기흥구 신갈동 302-1번지,경기도 용인시 기흥구 신정로 206,37.28901685,127.1007225
용인시,스마일리싸이클링,17088,경기도 용인시 기흥구 지곡동 292-1번지,경기도 용인시 기흥구 지삼로 219,37.23904731,127.1361011
용인시,조광환경산업개발㈜,16983,경기도 용인시 기흥구 언남동 2-2,경기도 용인시 기흥구 언동로30번길 87,37.28245999,127.1351289
용인시,광일토건환경㈜,17090,경기도 용인시 처인구 삼가동 145-3,경기도 용인시 처인구 중부대로 1014,37.24704426,127.1614634
용인시,우리농장,17175,경기도 용인시 처인구 원삼면 가재월리 316번지,경기도 용인시 처인구 원삼면 가재월로 147,37.1761988,127.3278105
용인시,행복유지,17134,경기도 용인시 처인구 이동읍 시미리 595-5번지,경기도 용인시 처인구 이동읍 백옥대로195번길 19-9,37.15456082,127.2036532
용인시,석영개발㈜,16827,경기도 용인시 수지구 동천동 853-1 현대F&G 508-A호,경기도 용인시 수지구 문인로 30,37.33392426,127.1001375
용인시,복지자원,17118,경기도 용인시 처인구 남사면 통삼리 661번지,경기도 용인시 처인구 남사면 서촌로 146,37.14308541,127.1289092
용인시,관기실업,16956,경기도 용인시 기흥구 영덕동 390-1번지 황곡프라자 335호,경기도 용인시 기흥구 영통로525번길 24,37.26585121,127.0761046
용인시,진성환경,17067,경기도 용인시 기흥구 상갈동 121-2번지 신갈종합시장 314호,경기도 용인시 기흥구 상갈로23번길 8,37.26871139,127.1069646
용인시,(주)우정테크,17182,경기도 용인시 처인구 백암면 장평리 267-2번지,경기도 용인시 처인구 백암면 한택로 357,37.11665478,127.3861648
용인시,(유)청명(용인지점),17180,경기도 용인시 처인구 백암면 고안리 610-2번지,경기도 용인시 처인구 백암면 고안로51번길 142-33,37.1407362,127.4166861
용인시,㈜엑소콤,17118,경기도 용인시 처인구 남사면 봉명리 275-3번지,경기도 용인시 처인구 남사면 수세로86번길 8,37.11459184,127.1311348
용인시,진현화학,17135,,경기도 용인시 처인구 이동면 화산로 137,,
용인시,㈜그린서림,17118,경기도 용인시 처인구 남사면 봉명리 219번지,경기도 용인시 처인구 남사면 통삼로169번길 15,37.11475958,127.125892
용인시,대구수지,17138,경기도 용인시 처인구 이동읍 송전리 117-2번지,경기도 용인시 처인구 이동읍 문화로 116,37.13375361,127.2151786
용인시,㈜에이치알테크놀노지,17124,경기도 용인시 처인구 남사면 원암리 180-7번지,경기도 용인시 처인구 남사면 원암로 20,37.09097978,127.1504635
용인시,㈜알엔씨,17175,경기도 용인시 처인구 원삼면 가재월리 720-1번지,경기도 용인시 처인구 원삼면 원양로246번길 134,37.1771131,127.319583
용인시,디에이치리사이클링㈜,16945,경기도 용인시 기흥구 신갈동 567번지,경기도 용인시 기흥구 신정로237번길 46,37.29078888,127.0931351
용인시,비에스산업,17179,경기도 용인시 처인구 백암면 박곡리 512-2번지,경기도 용인시 처인구 백암면 박곡로 140,37.17361303,127.3906635
용인시,가온환경,17180,경기도 용인시 처인구 백암면 고안리 610-2번지,경기도 용인시 처인구 백암면 고안로51번길 142-33,37.1407362,127.4166861
용인시,㈜에이엠비,17183,경기도 용인시 처인구 백암면 옥산리 990-2번지,경기도 용인시 처인구 백암면 한택로 225,37.11059796,127.3949772
용인시,㈜세경인터내셔널,17127,경기도 용인시 처인구 이동읍 서리 429번지,경기도 용인시 처인구 이동읍 서리로101번길 28-20,37.19024923,127.1763011
용인시,경성디에스 주식회사,17124,경기도 용인시 처인구 남사면 전궁리 271-2번지,경기도 용인시 처인구 남사면 각궁로 126,37.10103986,127.1541953
용인시,세명자원,16824,경기도 용인시 수지구 동천동 50-2번지,경기도 용인시 수지구 동천동 50-2번지,37.35094745,127.0842457
용인시,㈜삼우에프앤지,16827,경기도 용인시 수지구 동천동 854번지,경기도 용인시 수지구 손곡로 29,37.33564541,127.0998802
용인시,㈜그린서림,17118,경기도 용인시 처인구 남사면 봉명리 219,경기도 용인시 처인구 남사면 통삼로169번길 15,37.11475958,127.125892
용인시,이영태,17037,경기도 용인시 처인구 모현읍 초부리 131-5,경기도 용인시 처인구 모현읍 초부로69번길 7,37.31401333,127.248365
용인시,어머니농장,17166,경기도 용인시 처인구 원삼면 미평리 345-1,경기도 용인시 처인구 원삼면 원양로246번길 88,37.17919552,127.3158081
용인시,우영환경개발,17178,경기도 용인시 처인구 백암면 백암리 374-20,경기도 용인시 처인구 백암면 백암로 213,37.16523312,127.3738565
용인시,다산파렛트,17124,경기도 용인시 처인구 남사면 전궁리 271-2번지 C동 271-3,경기도 용인시 처인구 남사면 각궁로 126,37.10103986,127.1541953
용인시,협우상사,17137,경기도 용인시 처인구 이동읍 송전리 92,경기도 용인시 처인구 이동읍 경기동로785번길 123-3,37.13756721,127.2139625
용인시,㈜우리농장,,"경기도 용인시 처인구 원삼면 가재월리 316 외 2(316, 317-1, 317-2)",경기도 용인시 원삼면 가재월리 316,,
용인시,성진목장,17173,경기도 용인시 처인구 백암면 근곡리 515,경기도 용인시 처인구 백암면 근곡로 134-26,37.17789756,127.3575569
용인시,대아환경,17115,경기도 용인시 처인구 남사면 완장리 36번지,경기도 용인시 처인구 남사면 처인성로 1012-38,37.17905305,127.1857908
용인시,슬기자원,17031,"경기도 용인시 처인구 모현읍 매산리 263-16번지 (매산리 263-16, 263-12, 일산리583-14)",경기도 용인시 처인구 모현읍 곡현로 620-28,37.33929286,127.2271983
용인시,OK타이어,17156,경기도 용인시 처인구 양지면 추계리 123번지,경기도 용인시 처인구 양지면 중부대로2670번길 6-3,37.25102419,127.3264971
용인시,㈜한라상사,17022,"경기도 용인시 처인구 포곡읍 유운리 208번지 (포곡읍 유운리 208,208-3,208-4,206-6,207-4,209,209-8)",경기도 용인시 처인구 포곡읍 옥현로 89,37.30257141,127.2250364
용인시,녹색토탈종합무역,17141,경기도 용인시 처인구 운학동 645-2,경기도 용인시 운학동 645-2,37.22032812,127.2284568
용인시,용인시의류재활용동부협회,17141,경기도 용인시 처인구 운학동 89-4,경기도 용인시 운학동 89-4,,
용인시,동아재활용센터,17023,"경기도 용인시 처인구 포곡읍 영문리 497-20, 26","경기도 용인시 포곡읍 영문리 497-20, 26",37.27893828,127.2197914
용인시,드림푸드,17042,경기도 용인시 처인구 유방동 735-2번지,경기도 용인시 처인구 백령로 34-8,37.26388284,127.1931769
용인시,㈜세중,17158,경기도 용인시 처인구 양지면 양지리 산7-2번지,경기도 용인시 처인구 양지면 양대로 155,37.24805241,127.2872613
용인시,㈜대경오엔티 용인2지점,17180,경기도 용인시 처인구 백암면 고안리 168-6번지,경기도 용인시 처인구 백암면 고안로186번길 52-22,37.12209874,127.4100021
용인시,신일기업,17159,경기도 용인시 처인구 양지면 주북리 438-1번지,경기도 용인시 처인구 양지면 송주로273번길 13-16,37.2442472,127.2525679
용인시,침목천국,17180,경기도 용인시 처인구 백암면 고안리 640-6,경기도 용인시 백암면 고안리 640-6,37.14576398,127.4115021
용인시,한솔농장,17118,,경기도 용인시 남사면 서촌로 133-15,,
용인시,미소산업,17153,경기도 용인시 처인구 마평동 650-1번지 마평우성아파트 101동 1409호,경기도 용인시 처인구 금령로173번길 5,37.23504934,127.2147185
용인시,㈜진성무역,17033,경기도 용인시 처인구 모현읍 일산리 525-7번지,경기도 용인시 처인구 모현읍 외개일로20번길 1,37.35167783,127.2339506
용인시,㈜우주산업,17175,경기도 용인시 처인구 원삼면 가재월리 316,경기도 용인시 처인구 원삼면 가재월로 147,37.1761988,127.3278105
용인시,삼보종합상사,17088,경기도 용인시 기흥구 지곡동 534-1,경기도 용인시 기흥구 지곡동 534-1,37.25046117,127.1299106
용인시,효성개발,17128,경기도 용인시 처인구 이동읍 천리 763-1번지 2층,경기도 용인시 처인구 이동읍 백옥대로 657,37.19536406,127.2065432
용인시,한국목재재생산업㈜,17087,경기도 용인시 기흥구 고매동 301번지,경기도 용인시 기흥구 고매로 186,37.22538832,127.1271869
용인시,대림아스콘㈜,17124,경기도 용인시 처인구 남사면 원암리 7,경기도 용인시 처인구 남사면 원암로 287,37.08865262,127.17869
용인시,용진실업㈜,17022,경기도 용인시 처인구 포곡읍 유운리 360-2번지,경기도 용인시 처인구 포곡읍 곡현로 119,37.29745805,127.2226529
용인시,중앙실업(합명),17022,경기도 용인시 처인구 포곡읍 유운리 346-6,경기도 용인시 처인구 포곡읍 에버랜드로376번길 154,37.29740051,127.2196527
용인시,㈜청우실업,17159,경기도 용인시 처인구 양지면 주북리 261-1,경기도 용인시 처인구 양지면 양주로 199,37.24380363,127.2619208
용인시,대민환경,17118,경기도 용인시 처인구 남사면 봉무리 441-4,경기도 용인시 처인구 남사면 처인성로185번길 24,37.11419936,127.1509136
용인시,덕영그린,,경기도 용인시 기흥구 중동 838 쥬네브 문월드 가동 B 119,경기도 용인시 기흥구 중동 838,,
용인시,(합자)용인환경,17046,경기도 용인시 처인구 역북동 434-50,경기도 용인시 처인구 금학로265번길 2,37.23785211,127.1931565
용인시,㈜청우실업,17159,경기도 용인시 처인구 양지면 주북리 261-1,경기도 용인시 처인구 양지면 양주로 199,37.24380363,127.2619208
용인시,㈜한우리환경,17074,경기도 용인시 기흥구 보라동 413-12,경기도 용인시 기흥구 민속촌로 28,37.25471762,127.1078584
용인시,㈜중앙환경엔지니어링,17103,경기도 용인시 기흥구 서천동 320-4,경기도 용인시 기흥구 서그내로15번길 5-3,37.24623717,127.0738089
용인시,용문산업㈜,17171,경기도 용인시 처인구 백암면 가창리 299-5번지,경기도 용인시 처인구 백암면 가창로 29,37.19159035,127.3645023
용인시,우영환경개발,17178,경기도 용인시 처인구 백암면 백암리 374-20 4층,경기도 용인시 처인구 백암면 백암로 213,37.16523312,127.3738565
용인시,동우케미칼㈜,17182,경기도 용인시 처인구 백암면 석천리 200-4,경기도 용인시 처인구 백암면 삼백로 367-21,37.10490393,127.3752271
용인시,(주)화승리싸이클링,17175,경기도 용인시 처인구 원삼면 가재월리 720,경기도 용인시 처인구 원삼면 원양로246번길 136-2,37.17708724,127.3191437
용인시,금산리사이클링,16974,"경기도 용인시 기흥구 구갈동 385-1, 108호","경기도 용인시 기흥구 구갈동 385-1, 108호",37.27615726,127.1131875
용인시,온누리 주식회사,17115,경기도 용인시 처인구 남사면 완장리 289번지,경기도 용인시 처인구 남사면 처인성로 957-4,37.17178289,127.1790175
용인시,㈜영진그린,17118,경기도 용인시 처인구 남사면 북리 84-1번지 삼호환경산업 202호,경기도 용인시 처인구 남사면 경기동로256번길 19,37.13789048,127.1560244
용인시,㈜에스엠물류,17067,경기도 용인시 기흥구 상갈동 121-2번지 신갈종합시장 315호,경기도 용인시 기흥구 상갈로23번길 8,37.26871139,127.1069646
용인시,태경산업㈜,16977,경기도 용인시 기흥구 구갈동 579번지 아카데미프라자 701-1,경기도 용인시 기흥구 강남서로 9,37.27201729,127.1266096
용인시,다성자원,16970,경기도 용인시 기흥구 구갈동 405-2번지,경기도 용인시 기흥구 신구로22번길 19-16,37.27551899,127.1116081
용인시,태영리사이클링주식회사,17134,경기도 용인시 처인구 이동읍 시미리 343-2번지,경기도 용인시 처인구 이동읍 안터로 62-51,37.15567526,127.2156226
용인시,세명자원,16824,경기도 용인시 수지구 동천동 49-8번지,경기도 용인시 수지구 고기로 197,37.35114589,127.0839411
용인시,삼성환경자원,17027,경기도 용인시 처인구 포곡읍 둔전리 107번지,경기도 용인시 처인구 포곡읍 포곡로118번길 76,37.2674114,127.2261168
용인시,주식회사 대박자원,17118,"경기도 용인시 처인구 남사면 봉무리4, 좌동1호",경기도 용인시 처인구 남사면 봉무리4,37.13603832,127.1598584
용인시,㈜다온환경,17137,경기도 용인시 처인구 이동읍 송전리 241-7번지 1층 3호,경기도 용인시 처인구 이동읍 경기동로 765,37.13401099,127.2018545
용인시,신우환경자원,17138,경기도 용인시 처인구 이동읍 묘봉리 731-5번지,경기도 용인시 처인구 이동읍 묘봉로 1,37.12390073,127.2125967
용인시,공영개발 주식회사,16977,경기도 용인시 기흥구 구갈동 581-1번지 501-40호,경기도 용인시 기흥구 강남로 3,37.27101768,127.1261006
용인시,케이씨환경산업㈜,17180,경기도 용인시 처인구 백암면 백봉리 599-2번지,경기도 용인시 처인구 백암면 죽양대로 829,37.14017669,127.3930252
용인시,㈜성광인더스트리,17118,경기도 용인시 처인구 남사면 북리 70번지,경기도 용인시 처인구 남사면 경기동로 280,37.14064694,127.1566039
용인시,대명금속,17115,경기도 용인시 처인구 남사면 완장리 498-1번지,경기도 용인시 처인구 남사면 상동로 39-5,37.16799918,127.1785696
용인시,용문산업㈜,17171,경기도 용인시 처인구 백암면 가창리 299-5번지,경기도 용인시 처인구 백암면 가창로 29,37.19159035,127.3645023
용인시,중부산업,17128,경기도 용인시 처인구 이동읍 천리 310-4번지,경기도 용인시 처인구 이동읍 원천로41번길 53,37.19277431,127.2138458
용인시,정원산업,17180,경기도 용인시 처인구 백암면 백봉리 1227-3번지,경기도 용인시 처인구 백암면 백봉로 57,37.15400433,127.3773026
용인시,㈜세주산업,17096,경기도 용인시 기흥구 하갈동 203-2번지,경기도 용인시 기흥구 하갈로136번길 16,37.25804816,127.1011672
용인시,주심사,17124,경기도 용인시 처인구 남사면 전궁리 271-2번지,경기도 용인시 처인구 남사면 각궁로 126,37.10103986,127.1541953
용인시,송학산업,17118,경기도 용인시 처인구 남사면 봉명리 421-1번지,경기도 용인시 처인구 남사면 천덕산로 116-21,37.11151079,127.1219714
용인시,㈜대흥산업,16945,경기도 용인시 기흥구 신갈동 568-1번지,경기도 용인시 기흥구 신정로237번길 46-12,37.29137464,127.093023
용인시,(주)에스닥스,16945,경기도 용인시 기흥구 신갈동 302-1번지,경기도 용인시 기흥구 신정로 206,37.28901685,127.1007225
용인시,(주)남강엠엔테크,17127,경기도 용인시 처인구 이동읍 서리 515-1번지,경기도 용인시 처인구 이동읍 서리로 185,37.19541228,127.1699604
용인시,(주)대흥엠엔티,17127,경기도 용인시 처인구 이동읍 서리 411번지,경기도 용인시 처인구 이동읍 서리로 129,37.19266557,127.1752366
용인시,제일환경,17179,경기도 용인시 처인구 백암면 박곡리 721번지,경기도 용인시 처인구 백암면 청계로 69,37.1567605,127.3916131
용인시,제일탄소㈜,17180,경기도 용인시 처인구 백암면 백봉리 1165번지,경기도 용인시 처인구 백암면 백봉로 105,37.15267709,127.3753036
용인시,(주)수도권자원순환센터,17130,경기도 용인시 처인구 이동읍 덕성리 187-5번지,경기도 용인시 처인구 이동읍 덕성산단1로68번길 19,37.16950107,127.2134883
용인시,㈜덕진플라스틱,17135,경기도 용인시 처인구 이동읍 화산리 346-2번지,경기도 용인시 처인구 이동읍 화산로 175,37.14711438,127.2211028
용인시,㈜씨케이리소스,17138,경기도 용인시 처인구 이동읍 묘봉리 807-1번지,경기도 용인시 처인구 이동읍 문화로 118,37.13395028,127.2160457
용인시,㈜미래우드,17180,경기도 용인시 처인구 백암면 백봉리 1227-4번지 외 3필지,경기도 용인시 처인구 백암면 백봉로 47,37.15392908,127.3783041
용인시,온누리주식회사 남사지점,17115,경기도 용인시 처인구 남사면 완장리 289번지,경기도 용인시 처인구 남사면 처인성로 957-4,37.17178289,127.1790175
용인시,글로벌네트워크(주),16872,경기도 용인시 수지구 죽전동 485-1번지 3층,경기도 용인시 수지구 대지로 41,37.32875826,127.1139639
용인시,㈜합동,16885,경기도 용인시 처인구 모현읍 오산리 263-1(263-8),경기도 용인시 모현면 오산리 263-1,37.32989936,127.1499366
용인시,최정호,17179,경기도 용인시 처인구 백암면 박곡리 산1-2,경기도 용인시 처인구 백암면 청계로393번길 55,37.17714186,127.4077974
용인시,천리원체험농장,17138,경기도 용인시 처인구 이동읍 묘봉리 591-1,경기도 용인시 이동면 묘봉리 591-1,,
용인시,에코팜스,17177,경기도 용인시 처인구 백암면 근창리 783,경기도 용인시 처인구 백암면 백원로377번길 37-26,37.16378379,127.3526723
용인시,일심환경,17039,"경기도 용인시 처인구 양지면 주북리 753-4(754-2,758-1)",경기도 용인시 양지면 주북리 753-4,37.25515662,127.2448712
용인시,대한유지,17135,경기도 용인시 처인구 이동읍 화산리 339-1번지,경기도 용인시 처인구 이동읍 화산로 196,37.14714642,127.2232641
용인시,제로앤에코,17126,경기도 용인시 처인구 이동읍 서리 5-1,경기도 용인시 처인구 이동읍 백자로 397,37.19541857,127.1898738
용인시,백옥영농조합,17179,경기도 용인시 처인구 백암면 박곡리 145-2번지,경기도 용인시 처인구 백암면 박곡로216번길 33,37.17522665,127.4013013
용인시,㈜케이블테크,17124,경기도 용인시 처인구 남사면 전궁리 271-2,경기도 용인시 처인구 남사면 각궁로 126,37.10103986,127.1541953
용인시,주식회사 신광상사,17180,경기도 용인시 처인구 백암면 백봉리 955-2번지,경기도 용인시 처인구 백암면 죽양대로 870-4,37.14354094,127.3892493
용인시,㈜남강엠앤테크,17127,경기도 용인시 처인구 이동읍 서리 515-1번지,경기도 용인시 처인구 이동읍 서리로 185,37.19541228,127.1699604
용인시,하늘유통,17042,경기도 용인시 처인구 유방동 735-2번지,경기도 용인시 처인구 백령로 34-8,37.26388284,127.1931769
